"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img_url","Answer.Answer_1","Answer.Answer_2","Answer.Answer_3","Answer.Answer_4","Approve","Reject"
"37VUR2VJ6A671CVESTI1DB6SF361C3","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3IO1LGZLKAF2JF4S7PJFV5X8CAV68R","A610SH5RY1NG1","Approved","Tue Jul 05 13:31:45 PDT 2016","Tue Jul 05 13:31:56 PDT 2016","Tue Jul 05 21:31:56 PDT 2016","Tue Jul 05 13:53:44 PDT 2016","","","11","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4784866019.jpg","1","1","","0"
"3VMV5CHJZ8WLR8NSWYYU98A25EPGT1","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3GLB5JMZFYDGX3PP0A3HTOOYHFWDG7","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:32:31 PDT 2016","Tue Jul 05 13:32:49 PDT 2016","Tue Jul 05 21:32:49 PDT 2016","Tue Jul 05 13:53:45 PDT 2016","","","18","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/29000_30000/6948564341.jpg","0","0","2",""
"3VMV5CHJZ8WLR8NSWYYU98A25EPGT1","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3KRVW3HTZO3MR24T83W11SUVE4EMSE","A1MJECBV45AP5O","Approved","Tue Jul 05 13:28:39 PDT 2016","Tue Jul 05 13:28:45 PDT 2016","Tue Jul 05 21:28:45 PDT 2016","Tue Jul 05 13:53:45 PDT 2016","","","6","100% (26/26)","100% (26/26)","100% (26/26)","http://s3.amazonaws.com/caption-scene/upload_batches/29000_30000/6948564341.jpg","0","0","2",""
"3VMV5CHJZ8WLR8NSWYYU98A25EPGT1","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3NC5L260MP41N0KJFZBFMX0LKE0FO4","A610SH5RY1NG1","Approved","Tue Jul 05 13:28:51 PDT 2016","Tue Jul 05 13:28:59 PDT 2016","Tue Jul 05 21:28:59 PDT 2016","Tue Jul 05 13:53:45 PDT 2016","","","8","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/29000_30000/6948564341.jpg","0","0","2",""
"37SOB9Z0SSEWEJ3ZSAPJ4NBC7WY3LD","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3EKVH9QMEZMQI9HI1VISRKUX7WI2D4","A38OYO6BYY7F7J","Approved","Tue Jul 05 13:21:22 PDT 2016","Tue Jul 05 13:21:29 PDT 2016","Tue Jul 05 21:21:29 PDT 2016","Tue Jul 05 13:53:45 PDT 2016","","","7","100% (18/18)","100% (18/18)","100% (18/18)","http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4056875847.jpg","0","0","3",""
"37SOB9Z0SSEWEJ3ZSAPJ4NBC7WY3LD","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3OVHNO1VE7JGOKKUQ2R6EV44S5PDZV","A610SH5RY1NG1","Approved","Tue Jul 05 13:31:29 PDT 2016","Tue Jul 05 13:31:40 PDT 2016","Tue Jul 05 21:31:40 PDT 2016","Tue Jul 05 13:53:45 PDT 2016","","","11","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4056875847.jpg","0","0","3",""
"37SOB9Z0SSEWEJ3ZSAPJ4NBC7WY3LD","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3YMTUJH0DTY72CS2RZ1VP39HUWBT4J","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:32:41 PDT 2016","Tue Jul 05 13:32:59 PDT 2016","Tue Jul 05 21:32:59 PDT 2016","Tue Jul 05 13:53:45 PDT 2016","","","18","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4056875847.jpg","0","0","3",""
"3Q2T3FD0ONPGK1LKSMQY40Q171O3MF","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","33UKMF931A2RJX7S6023XBL9AVGTT3","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:17:57 PDT 2016","Tue Jul 05 13:18:18 PDT 2016","Tue Jul 05 21:18:18 PDT 2016","Tue Jul 05 13:53:45 PDT 2016","","","21","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/15000_16000/3563668905.jpg","1","1","","3"
"3Q2T3FD0ONPGK1LKSMQY40Q171O3MF","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3IQ1VMJRYU23KMZ52U65B6U5SZXA94","A29NA4283YJ26D","Approved","Tue Jul 05 13:23:36 PDT 2016","Tue Jul 05 13:24:01 PDT 2016","Tue Jul 05 21:24:01 PDT 2016","Tue Jul 05 13:53:45 PDT 2016","","","25","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/15000_16000/3563668905.jpg","1","1","","4"
"3Q2T3FD0ONPGK1LKSMQY40Q171O3MF","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3IUZPWIU1PPK8VLZ7WTMJ45CVCAKWH","A3N8C7XN2ZIEY2","Approved","Tue Jul 05 13:21:11 PDT 2016","Tue Jul 05 13:21:30 PDT 2016","Tue Jul 05 21:21:30 PDT 2016","Tue Jul 05 13:53:46 PDT 2016","","","19","100% (28/28)","100% (28/28)","100% (28/28)","http://s3.amazonaws.com/caption-scene/upload_batches/15000_16000/3563668905.jpg","1","1","","3"
"3H4IKZHALBZT6NZUM6PDQTD7H8ONNE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","34V1S5K3GTJ2XKN2CHPTV1SJWG896E","A37WDOIQH6JM6V","Approved","Tue Jul 05 13:24:00 PDT 2016","Tue Jul 05 13:24:21 PDT 2016","Tue Jul 05 21:24:21 PDT 2016","Tue Jul 05 13:53:46 PDT 2016","","","21","100% (148/148)","100% (148/148)","100% (19/19)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6340723441.jpg","1","0","2",""
"3H4IKZHALBZT6NZUM6PDQTD7H8ONNE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3N2BF7Y2VRCX1TQDX9K2XENT5T2MHY","A3H35QRODK1C4K","Approved","Tue Jul 05 13:34:23 PDT 2016","Tue Jul 05 13:34:36 PDT 2016","Tue Jul 05 21:34:36 PDT 2016","Tue Jul 05 13:53:46 PDT 2016","","","13","100% (29/29)","100% (29/29)","100% (29/29)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6340723441.jpg","1","1","","1"
"3H4IKZHALBZT6NZUM6PDQTD7H8ONNE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3ZDAD0O1T2VY0EGCBA30ME6FNRITX0","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:35:01 PDT 2016","Tue Jul 05 13:35:43 PDT 2016","Tue Jul 05 21:35:43 PDT 2016","Tue Jul 05 13:53:46 PDT 2016","","","42","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6340723441.jpg","1","0","2",""
"341H3G5YF0VK2GL6OOY9A4O3JTMZ0X","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","33M4IA01QHJLKZ3K7LY5MZ5XZ6AXRG","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:20:51 PDT 2016","Tue Jul 05 13:21:42 PDT 2016","Tue Jul 05 21:21:42 PDT 2016","Tue Jul 05 13:53:46 PDT 2016","","","51","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2913818905.jpg","1","1","","0"
"341H3G5YF0VK2GL6OOY9A4O3JTMZ0X","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3K4J6M3CXFBIZWMDG0CF3NGSWCXGA6","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:30:25 PDT 2016","Tue Jul 05 13:30:33 PDT 2016","Tue Jul 05 21:30:33 PDT 2016","Tue Jul 05 13:53:46 PDT 2016","","","8","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2913818905.jpg","1","1","","1"
"341H3G5YF0VK2GL6OOY9A4O3JTMZ0X","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3ZAZR5XV0206JSEGQ6WVUPMM75DZCH","A29NA4283YJ26D","Approved","Tue Jul 05 13:31:45 PDT 2016","Tue Jul 05 13:31:56 PDT 2016","Tue Jul 05 21:31:56 PDT 2016","Tue Jul 05 13:53:46 PDT 2016","","","11","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2913818905.jpg","1","1","","4"
"33N1S8XHHM2K956OK729O97DOLSZ10","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","33TIN5LC05S4G4X8I0KLESCCVQZY91","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:22:57 PDT 2016","Tue Jul 05 13:24:20 PDT 2016","Tue Jul 05 21:24:20 PDT 2016","Tue Jul 05 13:53:46 PDT 2016","","","83","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/8042519106.jpg","1","0","2",""
"33N1S8XHHM2K956OK729O97DOLSZ10","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3MB8LZR5BGB4X1903IMKATOWX5FKLX","A3H35QRODK1C4K","Approved","Tue Jul 05 13:32:11 PDT 2016","Tue Jul 05 13:32:20 PDT 2016","Tue Jul 05 21:32:20 PDT 2016","Tue Jul 05 13:53:46 PDT 2016","","","9","100% (29/29)","100% (29/29)","100% (29/29)","http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/8042519106.jpg","1","1","","1"
"33N1S8XHHM2K956OK729O97DOLSZ10","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3U5NZHP4LSK3MWNQPPCUEIHOAY4PHO","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:21:47 PDT 2016","Tue Jul 05 13:21:53 PDT 2016","Tue Jul 05 21:21:53 PDT 2016","Tue Jul 05 13:53:47 PDT 2016","","","6","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/8042519106.jpg","1","0","2",""
"30F94FBDNR1P0RFHGC6G8XJ5P1XBTF","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3JC6VJ2SAC1KJZXTZ4TOZQP363H5AB","A29NA4283YJ26D","Approved","Tue Jul 05 13:27:32 PDT 2016","Tue Jul 05 13:27:45 PDT 2016","Tue Jul 05 21:27:45 PDT 2016","Tue Jul 05 13:53:47 PDT 2016","","","13","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4797559702.jpg","1","0","0",""
"30F94FBDNR1P0RFHGC6G8XJ5P1XBTF","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3M0NZ3JDP2GLK751BW9NGJGCFOTZ5B","A610SH5RY1NG1","Approved","Tue Jul 05 13:33:59 PDT 2016","Tue Jul 05 13:34:07 PDT 2016","Tue Jul 05 21:34:07 PDT 2016","Tue Jul 05 13:53:47 PDT 2016","","","8","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4797559702.jpg","1","0","4",""
"30F94FBDNR1P0RFHGC6G8XJ5P1XBTF","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3NL0RFNU0G58ZT2FXQN3OCMLBJ9K4T","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:17:46 PDT 2016","Tue Jul 05 13:18:08 PDT 2016","Tue Jul 05 21:18:08 PDT 2016","Tue Jul 05 13:53:47 PDT 2016","","","22","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4797559702.jpg","1","0","0",""
"3QXFBUZ4ZKX0RL2HW3O4E4W4OSWGUS","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","382M9COHEIX4UR4KGA3I3L7AQZ9EUY","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:28:20 PDT 2016","Tue Jul 05 13:28:31 PDT 2016","Tue Jul 05 21:28:31 PDT 2016","Tue Jul 05 13:53:47 PDT 2016","","","11","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/0_1000/126824259.jpg","0","0","3",""
"3QXFBUZ4ZKX0RL2HW3O4E4W4OSWGUS","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3WRFBPLXRB6OP34EUPA06ZBJREQ3N4","A610SH5RY1NG1","Approved","Tue Jul 05 13:28:02 PDT 2016","Tue Jul 05 13:28:10 PDT 2016","Tue Jul 05 21:28:10 PDT 2016","Tue Jul 05 13:53:47 PDT 2016","","","8","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/0_1000/126824259.jpg","0","0","3",""
"3QXFBUZ4ZKX0RL2HW3O4E4W4OSWGUS","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3YOH7BII0AP7T6LUHMOQX2MYO3CVKM","A20S480R0WXX3N","Approved","Tue Jul 05 13:26:46 PDT 2016","Tue Jul 05 13:27:38 PDT 2016","Tue Jul 05 21:27:38 PDT 2016","Tue Jul 05 13:53:47 PDT 2016","","","52","100% (7/7)","100% (7/7)","100% (7/7)","http://s3.amazonaws.com/caption-scene/upload_batches/0_1000/126824259.jpg","0","0","3",""
"3SX4X51T80Q44P5HEHKLJCTC8BVOAB","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","31EUONYN2WLQJX69FEGJ4J3788HVO1","A3N8C7XN2ZIEY2","Approved","Tue Jul 05 13:20:05 PDT 2016","Tue Jul 05 13:21:11 PDT 2016","Tue Jul 05 21:21:11 PDT 2016","Tue Jul 05 13:53:47 PDT 2016","","","66","100% (28/28)","100% (28/28)","100% (28/28)","http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2859601137.jpg","0","0","4",""
"3SX4X51T80Q44P5HEHKLJCTC8BVOAB","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3EO896NRAXDX5UBNU6OZV5Y0CTUTJ3","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:24:12 PDT 2016","Tue Jul 05 13:26:02 PDT 2016","Tue Jul 05 21:26:02 PDT 2016","Tue Jul 05 13:53:47 PDT 2016","","","110","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2859601137.jpg","0","0","1",""
"3SX4X51T80Q44P5HEHKLJCTC8BVOAB","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3QL2OFSM970C230XNIL1Z2FDXR4NCN","A610SH5RY1NG1","Approved","Tue Jul 05 13:30:00 PDT 2016","Tue Jul 05 13:30:07 PDT 2016","Tue Jul 05 21:30:07 PDT 2016","Tue Jul 05 13:53:47 PDT 2016","","","7","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2859601137.jpg","0","0","4",""
"3K2CEDRACBILJIJE71WPMDUZ101TMM","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:23 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:23 PDT 2016","","","3CN4LGXD5Y63JYRW15OUXK1W9YUY4E","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:34:51 PDT 2016","Tue Jul 05 13:35:23 PDT 2016","Tue Jul 05 21:35:23 PDT 2016","Tue Jul 05 13:53:48 PDT 2016","","","32","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6274309052.jpg","0","0","4",""
"3K2CEDRACBILJIJE71WPMDUZ101TMM","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:23 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:23 PDT 2016","","","3DZQRBDBSMXL5GWJ2LRM5TLPEDR3S9","A38OYO6BYY7F7J","Approved","Tue Jul 05 13:18:54 PDT 2016","Tue Jul 05 13:19:05 PDT 2016","Tue Jul 05 21:19:05 PDT 2016","Tue Jul 05 13:53:48 PDT 2016","","","11","100% (18/18)","100% (18/18)","100% (18/18)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6274309052.jpg","0","0","5",""
"3K2CEDRACBILJIJE71WPMDUZ101TMM","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:23 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:23 PDT 2016","","","3Y5140Z9DYY3IRYAV7UFEUI3ABHPIF","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:19:22 PDT 2016","Tue Jul 05 13:19:40 PDT 2016","Tue Jul 05 21:19:40 PDT 2016","Tue Jul 05 13:53:48 PDT 2016","","","18","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6274309052.jpg","0","0","4",""
"38F60IALAGYOG4C7IW9ROGNMYXZT0A","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:23 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:23 PDT 2016","","","35LDD5557BMO3JRL3UNZA63LXAYMKU","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:23:09 PDT 2016","Tue Jul 05 13:23:22 PDT 2016","Tue Jul 05 21:23:22 PDT 2016","Tue Jul 05 13:53:48 PDT 2016","","","13","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/6000_7000/2504269717.jpg","1","1","","2"
